case_name,case_url,version_tag,full_classname,classname,isStaticClass,isInterface,isInnerClass,isClass,isEnum,classPublicity,isAbstract,label
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.provider.MessageProvider$SendDateExtractor,MessageProvider$SendDateExtractor,TRUE,FALSE,TRUE,TRUE,FALSE,public,FALSE,Coordinator
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.provider.MessageProvider$SenderAddressExtractor,MessageProvider$SenderAddressExtractor,TRUE,FALSE,TRUE,TRUE,FALSE,public,FALSE,Coordinator
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.provider.MessageProvider$SenderExtractor,MessageProvider$SenderExtractor,TRUE,FALSE,TRUE,TRUE,FALSE,public,FALSE,Coordinator
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.provider.MessageProvider$SubjectExtractor,MessageProvider$SubjectExtractor,TRUE,FALSE,TRUE,TRUE,FALSE,public,FALSE,Coordinator
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.provider.MessageProvider$ThrottlingQueryHandler,MessageProvider$ThrottlingQueryHandler,FALSE,FALSE,TRUE,TRUE,FALSE,protected,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.provider.MessageProvider$UnreadColumns,MessageProvider$UnreadColumns,FALSE,TRUE,TRUE,FALSE,FALSE,public,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.provider.MessageProvider$UnreadExtractor,MessageProvider$UnreadExtractor,TRUE,FALSE,TRUE,TRUE,FALSE,public,FALSE,Coordinator
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.provider.MessageProvider$UnreadQueryHandler,MessageProvider$UnreadQueryHandler,FALSE,FALSE,TRUE,TRUE,FALSE,protected,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.provider.MessageProvider$UriExtractor,MessageProvider$UriExtractor,TRUE,FALSE,TRUE,TRUE,FALSE,public,FALSE,Coordinator
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.provider.MessageProvider,MessageProvider,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Coordinator
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.provider.UnreadWidgetProvider,UnreadWidgetProvider,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Controller
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.AccountSettings$DeletePolicySetting,AccountSettings$DeletePolicySetting,TRUE,FALSE,TRUE,TRUE,FALSE,private,FALSE,Structurer
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.AccountSettings$IntegerResourceSetting,AccountSettings$IntegerResourceSetting,TRUE,FALSE,TRUE,TRUE,FALSE,private,FALSE,Structurer
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.AccountSettings$RingtoneSetting,AccountSettings$RingtoneSetting,TRUE,FALSE,TRUE,TRUE,FALSE,private,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.AccountSettings$StorageProviderSetting,AccountSettings$StorageProviderSetting,TRUE,FALSE,TRUE,TRUE,FALSE,private,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.AccountSettings$StringResourceSetting,AccountSettings$StringResourceSetting,TRUE,FALSE,TRUE,TRUE,FALSE,private,FALSE,Structurer
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.AccountSettings,AccountSettings,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Coordinator
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.CheckBoxListPreference,CheckBoxListPreference,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.FolderSettings,FolderSettings,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Coordinator
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.GlobalSettings$DirectorySetting,GlobalSettings$DirectorySetting,TRUE,FALSE,TRUE,TRUE,FALSE,private,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.GlobalSettings$LanguageSetting,GlobalSettings$LanguageSetting,TRUE,FALSE,TRUE,TRUE,FALSE,private,FALSE,Structurer
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.GlobalSettings$SettingsUpgraderV12,GlobalSettings$SettingsUpgraderV12,TRUE,FALSE,TRUE,TRUE,FALSE,private,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.GlobalSettings$SettingsUpgraderV24,GlobalSettings$SettingsUpgraderV24,TRUE,FALSE,TRUE,TRUE,FALSE,private,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.GlobalSettings$SettingsUpgraderV31,GlobalSettings$SettingsUpgraderV31,TRUE,FALSE,TRUE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.GlobalSettings$SubThemeSetting,GlobalSettings$SubThemeSetting,TRUE,FALSE,TRUE,TRUE,FALSE,private,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.GlobalSettings$ThemeSetting,GlobalSettings$ThemeSetting,TRUE,FALSE,TRUE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.GlobalSettings$TimeSetting,GlobalSettings$TimeSetting,TRUE,FALSE,TRUE,TRUE,FALSE,private,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.GlobalSettings,GlobalSettings,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Coordinator
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.IdentitySettings$OptionalEmailAddressSetting,IdentitySettings$OptionalEmailAddressSetting,TRUE,FALSE,TRUE,TRUE,FALSE,private,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.IdentitySettings$SignatureSetting,IdentitySettings$SignatureSetting,TRUE,FALSE,TRUE,TRUE,FALSE,private,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.IdentitySettings,IdentitySettings,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Coordinator
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.Settings$BooleanSetting,Settings$BooleanSetting,TRUE,FALSE,TRUE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.Settings$ColorSetting,Settings$ColorSetting,TRUE,FALSE,TRUE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.Settings$EnumSetting,Settings$EnumSetting,TRUE,FALSE,TRUE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.Settings$FontSizeSetting,Settings$FontSizeSetting,TRUE,FALSE,TRUE,TRUE,FALSE,default,FALSE,Structurer
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.Settings$IntegerRangeSetting,Settings$IntegerRangeSetting,TRUE,FALSE,TRUE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.Settings$InvalidSettingValueException,Settings$InvalidSettingValueException,TRUE,FALSE,TRUE,TRUE,FALSE,default,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.Settings$PseudoEnumSetting,Settings$PseudoEnumSetting,TRUE,FALSE,TRUE,TRUE,FALSE,default,TRUE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.Settings$SettingsDescription,Settings$SettingsDescription,TRUE,FALSE,TRUE,TRUE,FALSE,default,TRUE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.Settings$SettingsUpgrader,Settings$SettingsUpgrader,FALSE,TRUE,TRUE,FALSE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.Settings$StringSetting,Settings$StringSetting,TRUE,FALSE,TRUE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.Settings$V,Settings$V,TRUE,FALSE,TRUE,TRUE,FALSE,public,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.Settings$WebFontSizeSetting,Settings$WebFontSizeSetting,TRUE,FALSE,TRUE,TRUE,FALSE,default,FALSE,Structurer
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.Settings,Settings,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.SettingsExporter,SettingsExporter,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.SettingsImportExportException,SettingsImportExportException,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.SettingsImporter$AccountDescription,SettingsImporter$AccountDescription,TRUE,FALSE,TRUE,TRUE,FALSE,public,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.SettingsImporter$AccountDescriptionPair,SettingsImporter$AccountDescriptionPair,TRUE,FALSE,TRUE,TRUE,FALSE,public,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.SettingsImporter$ImportContents,SettingsImporter$ImportContents,TRUE,FALSE,TRUE,TRUE,FALSE,public,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.SettingsImporter$ImportResults,SettingsImporter$ImportResults,TRUE,FALSE,TRUE,TRUE,FALSE,public,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.SettingsImporter$Imported,SettingsImporter$Imported,TRUE,FALSE,TRUE,TRUE,FALSE,default,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.SettingsImporter$ImportedAccount,SettingsImporter$ImportedAccount,TRUE,FALSE,TRUE,TRUE,FALSE,default,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.SettingsImporter$ImportedFolder,SettingsImporter$ImportedFolder,TRUE,FALSE,TRUE,TRUE,FALSE,private,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.SettingsImporter$ImportedIdentity,SettingsImporter$ImportedIdentity,TRUE,FALSE,TRUE,TRUE,FALSE,default,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.SettingsImporter$ImportedServer,SettingsImporter$ImportedServer,TRUE,FALSE,TRUE,TRUE,FALSE,default,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.SettingsImporter$ImportedServerSettings,SettingsImporter$ImportedServerSettings,TRUE,FALSE,TRUE,TRUE,FALSE,private,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.SettingsImporter$ImportedSettings,SettingsImporter$ImportedSettings,TRUE,FALSE,TRUE,TRUE,FALSE,private,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.SettingsImporter,SettingsImporter,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.Storage,Storage,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Structurer
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.StorageEditor,StorageEditor,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Structurer
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.preferences.TimePickerPreference,TimePickerPreference,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Interfacer
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.power.DeviceIdleManager$NoOpDeviceIdleManager,DeviceIdleManager$NoOpDeviceIdleManager,TRUE,FALSE,TRUE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.power.DeviceIdleManager$RealDeviceIdleManager,DeviceIdleManager$RealDeviceIdleManager,TRUE,FALSE,TRUE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.power.DeviceIdleManager,DeviceIdleManager,FALSE,FALSE,FALSE,TRUE,FALSE,public,TRUE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.power.DeviceIdleReceiver,DeviceIdleReceiver,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Coordinator
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.power.DozeChecker,DozeChecker,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Coordinator
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.notification.AddNotificationResult,AddNotificationResult,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.notification.AuthenticationErrorNotifications,AuthenticationErrorNotifications,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Coordinator
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.notification.BaseNotifications,BaseNotifications,FALSE,FALSE,FALSE,TRUE,FALSE,default,TRUE,Coordinator
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.notification.CertificateErrorNotifications,CertificateErrorNotifications,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Coordinator
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.notification.DeviceNotifications,DeviceNotifications,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.notification.LockScreenNotification,LockScreenNotification,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Coordinator
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.notification.NewMailNotifications,NewMailNotifications,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Coordinator
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.notification.NotificationActionCreator,NotificationActionCreator,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.notification.NotificationActionService,NotificationActionService,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Controller
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.notification.NotificationContent,NotificationContent,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.notification.NotificationContentCreator,NotificationContentCreator,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.notification.NotificationController,NotificationController,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Controller
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.notification.NotificationData,NotificationData,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Structurer
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.notification.NotificationGroupKeys,NotificationGroupKeys,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.notification.NotificationHolder,NotificationHolder,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.notification.NotificationIds,NotificationIds,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.notification.RemoveNotificationResult,RemoveNotificationResult,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.notification.SendFailedNotifications,SendFailedNotifications,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Coordinator
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.notification.SyncNotifications,SyncNotifications,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Coordinator
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.notification.WearNotifications,WearNotifications,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Coordinator
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.AutocryptStatusInteractor$RecipientAutocryptStatus,AutocryptStatusInteractor$RecipientAutocryptStatus,TRUE,FALSE,TRUE,TRUE,FALSE,public,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.AutocryptStatusInteractor$RecipientAutocryptStatusType,AutocryptStatusInteractor$RecipientAutocryptStatusType,FALSE,FALSE,TRUE,FALSE,TRUE,public,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.AutocryptStatusInteractor,AutocryptStatusInteractor,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.ComposePgpEnableByDefaultDecider,ComposePgpEnableByDefaultDecider,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.ComposePgpInlineDecider,ComposePgpInlineDecider,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.IdentityField,IdentityField,FALSE,FALSE,FALSE,FALSE,TRUE,public,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.IdentityHeaderBuilder,IdentityHeaderBuilder,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.IdentityHeaderParser,IdentityHeaderParser,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.MessageBuilder$Callback,MessageBuilder$Callback,FALSE,TRUE,TRUE,FALSE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.MessageBuilder,MessageBuilder,FALSE,FALSE,FALSE,TRUE,FALSE,public,TRUE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.PgpMessageBuilder,PgpMessageBuilder,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.QuotedTextMode,QuotedTextMode,FALSE,FALSE,FALSE,FALSE,TRUE,public,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.SimpleMessageBuilder,SimpleMessageBuilder,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.SimpleMessageFormat,SimpleMessageFormat,FALSE,FALSE,FALSE,FALSE,TRUE,public,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.TextBodyBuilder,TextBodyBuilder,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.signature.HtmlSignatureRemover$StripSignatureFilter,HtmlSignatureRemover$StripSignatureFilter,TRUE,FALSE,TRUE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.signature.HtmlSignatureRemover,HtmlSignatureRemover,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Coordinator
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.signature.TextSignatureRemover,TextSignatureRemover,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.quote.HtmlQuoteCreator,HtmlQuoteCreator,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.quote.InsertableHtmlContent$InsertionLocation,InsertableHtmlContent$InsertionLocation,FALSE,FALSE,TRUE,FALSE,TRUE,public,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.quote.InsertableHtmlContent,InsertableHtmlContent,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.quote.QuoteHelper,QuoteHelper,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.quote.TextQuoteCreator,TextQuoteCreator,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.html.BitcoinUriParser,BitcoinUriParser,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.html.EthereumUriParser,EthereumUriParser,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.html.HeadCleaner$CleaningVisitor,HeadCleaner$CleaningVisitor,TRUE,FALSE,TRUE,TRUE,FALSE,default,FALSE,Structurer
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.html.HeadCleaner,HeadCleaner,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Coordinator
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.html.HtmlConverter$HtmlToTextTagHandler,HtmlConverter$HtmlToTextTagHandler,TRUE,FALSE,TRUE,TRUE,FALSE,private,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.html.HtmlConverter$ListTagHandler,HtmlConverter$ListTagHandler,TRUE,FALSE,TRUE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.html.HtmlConverter,HtmlConverter,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.html.HtmlProcessor,HtmlProcessor,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.html.HtmlSanitizer,HtmlSanitizer,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Coordinator
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.html.HttpUriParser,HttpUriParser,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.html.UriLinkifier,UriLinkifier,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.html.UriParser,UriParser,FALSE,TRUE,FALSE,FALSE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.extractors.AttachmentCounter,AttachmentCounter,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.extractors.AttachmentInfoExtractor,AttachmentInfoExtractor,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.extractors.BodyTextExtractor,BodyTextExtractor,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Interfacer
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.extractors.EncryptionDetector,EncryptionDetector,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.extractors.MessageFulltextCreator,MessageFulltextCreator,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.extractors.MessagePreviewCreator,MessagePreviewCreator,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.extractors.PreviewExtractionException,PreviewExtractionException,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.extractors.PreviewResult$PreviewType,PreviewResult$PreviewType,FALSE,FALSE,TRUE,FALSE,TRUE,public,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.extractors.PreviewResult,PreviewResult,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.extractors.PreviewTextExtractor,PreviewTextExtractor,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.message.extractors.TextPartFinder,TextPartFinder,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mailstore.AttachmentResolver,AttachmentResolver,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mailstore.AttachmentViewInfo,AttachmentViewInfo,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Information Holder
